1.000000000000000000e+05,5.456008671592518056e+01,-3.114853192885674305e-01,5.456097584861736749e+01
4.100780155999999959e+06,5.381667272865405494e+01,2.709616030088770611e+00,5.388484279102585361e+01
8.101560311999999918e+06,5.400647772730270191e+01,5.377821867911194431e+00,5.427357187943895411e+01
1.210234047000000067e+07,5.445532241894730419e+01,7.954463283262351858e+00,5.503322292830280560e+01
1.610312061999999918e+07,5.499474357174975836e+01,1.052923654534422049e+01,5.599363037659126263e+01
2.010390078000000119e+07,5.579127108663423229e+01,1.283172295088785653e+01,5.724787370156773392e+01
2.410468094000000134e+07,5.676970795057693664e+01,1.512974487209144847e+01,5.875124612030263904e+01
2.810546108999999985e+07,5.774717255945812155e+01,1.717204473551920074e+01,6.024628668233840756e+01
3.210624125000000000e+07,5.886706425443951218e+01,1.915494026627074575e+01,6.190511279806144529e+01
3.610702139999999851e+07,5.982314046473518943e+01,2.082274670771614566e+01,6.334346782042439372e+01
4.010780156000000238e+07,6.110226690629494328e+01,2.264084486327537249e+01,6.516206624418082072e+01
4.410858171999999881e+07,6.237552485537712954e+01,2.426217626419575168e+01,6.692801579352754970e+01
4.810936186999999732e+07,6.360239074987200070e+01,2.580301659779273749e+01,6.863716030435242033e+01
5.211014203000000119e+07,6.491149688035660859e+01,2.718006286632047264e+01,7.037228321339075876e+01
5.611092217999999970e+07,6.608007327500327222e+01,2.852651343873876755e+01,7.197456531998192020e+01
6.011170234000000358e+07,6.723659828640121816e+01,2.973967397589577644e+01,7.352012212530297575e+01
6.411248250000000000e+07,6.838421399606765760e+01,3.090175869951011833e+01,7.504211760460071901e+01
6.811326265000000596e+07,6.949982218038690007e+01,3.196442918701862368e+01,7.649803929747041309e+01
7.211404281000000238e+07,7.052650365480666039e+01,3.290357079018694009e+01,7.782437078779564388e+01
7.611482295999999344e+07,7.156082092837662856e+01,3.387453587950175660e+01,7.917345055632499395e+01
8.011560312000000477e+07,7.259518304814278622e+01,3.486542768584029517e+01,8.053358708954864653e+01
8.411638328000000119e+07,7.368544707577279951e+01,3.580800171854746594e+01,8.192532024857767681e+01
8.811716343000000715e+07,7.483479635531544716e+01,3.679607256642801616e+01,8.339183234499270725e+01
9.211794359000000358e+07,7.597544821407832671e+01,3.753943961255664874e+01,8.474360304916757514e+01
9.611872373999999464e+07,7.703066039182368741e+01,3.835147559373024251e+01,8.604974329198758198e+01
1.001195039000000060e+08,7.807621924715748207e+01,3.917131129554151414e+01,8.735151767738453543e+01
1.041202840999999940e+08,7.910893655623229392e+01,3.984138678977740966e+01,8.857516550586080939e+01
1.081210642000000030e+08,8.006647301611754131e+01,4.060330558816831115e+01,8.977342884131617495e+01
1.121218444000000060e+08,8.103762814485347121e+01,4.119952812370466688e+01,9.090928606561311653e+01
1.161226245000000000e+08,8.180912772010579204e+01,4.193453030041937524e+01,9.193061628120075568e+01
1.201234047000000030e+08,8.261893976564937248e+01,4.255433485976590191e+01,9.293417360345486600e+01
1.241241847999999970e+08,8.341335559212333806e+01,4.317568763984459679e+01,9.392511854829592721e+01
1.281249650000000000e+08,8.438574222251237700e+01,4.377866024542328205e+01,9.506589600549985164e+01
1.321257450999999940e+08,8.518779350382349946e+01,4.448357977273229835e+01,9.610280449314218743e+01
1.361265253000000119e+08,8.609811053590981089e+01,4.501631633467329152e+01,9.715633470956547058e+01
1.401273055000000000e+08,8.702524200219504280e+01,4.559582014057159682e+01,9.824648370212527482e+01
1.441280855999999940e+08,8.778938269941315298e+01,4.618299402656902686e+01,9.919599110852279011e+01
1.481288658000000119e+08,8.866395776126449846e+01,4.666581776445624286e+01,1.001947900517623395e+02
1.521296459000000060e+08,8.944470441795070315e+01,4.719016489495506050e+01,1.011299501197722321e+02
1.561304260999999940e+08,9.004442176703925327e+01,4.769760149459001752e+01,1.018972967241877683e+02
1.601312061999999881e+08,9.065141867917155594e+01,4.807665265754119588e+01,1.026111311666542179e+02
1.641319864000000060e+08,9.131851591210376284e+01,4.866769269844253643e+01,1.034776094668754212e+02
1.681327665999999940e+08,9.199898457864435386e+01,4.916822053663000247e+01,1.043135996610237157e+02
1.721335466999999881e+08,9.265483060059085574e+01,4.963236215544222318e+01,1.051108415281371435e+02
1.761343269000000060e+08,9.342174090859231228e+01,5.016117154735214001e+01,1.060366201149161469e+02
1.801351070000000000e+08,9.424074452073300279e+01,5.055145668184329821e+01,1.069428244459549830e+02
1.841358871999999881e+08,9.506189648320264496e+01,5.109361571691670889e+01,1.079227581653243959e+02
1.881366673000000119e+08,9.594173571162974667e+01,5.159580447137975057e+01,1.089355024333622026e+02
1.921374475000000000e+08,9.664456615308628784e+01,5.211119334907375844e+01,1.097986732123062552e+02
1.961382275999999940e+08,9.752375744302300120e+01,5.253164957474831454e+01,1.107720969958127029e+02
2.001390078000000119e+08,9.822396352362667926e+01,5.297359962665903055e+01,1.115981597863348043e+02
2.041397880000000000e+08,9.880170794884081431e+01,5.330138182210816922e+01,1.122622590087790684e+02
2.081405680999999940e+08,9.951547141238609129e+01,5.376476342584106050e+01,1.131104718258485917e+02
2.121413483000000119e+08,1.001252438248926211e+02,5.414007598697502743e+01,1.138253586810497495e+02
2.161421284000000060e+08,1.008250494660652095e+02,5.436163369861440486e+01,1.145464002848488718e+02
2.201429085999999940e+08,1.015304426689683339e+02,5.476632016908887834e+01,1.153593542519193278e+02
2.241436886999999881e+08,1.021531206173262802e+02,5.520529820275623933e+01,1.161158258012802094e+02
2.281444689000000060e+08,1.028361090162562164e+02,5.553382159401613194e+01,1.168728824768147234e+02
2.321452490000000000e+08,1.033965486665140361e+02,5.583096457156896264e+01,1.175072035287139158e+02
2.361460291999999881e+08,1.040458173004960969e+02,5.623371729922948958e+01,1.182698738437556472e+02
2.401468094000000060e+08,1.046779910653295076e+02,5.668755042681432599e+01,1.190418421684821766e+02
2.441475895000000000e+08,1.053382574008501109e+02,5.697432543031955277e+01,1.197590173243238922e+02
2.481483696999999881e+08,1.059574983876056677e+02,5.735942018982872526e+01,1.204869061312173812e+02
2.521491498000000119e+08,1.065059311208186870e+02,5.781252216047338521e+01,1.211849870341528685e+02
2.561499300000000000e+08,1.071265203473995911e+02,5.808370757253565841e+01,1.218597901159921406e+02
2.601507100999999940e+08,1.078786896080300153e+02,5.853157021109871749e+01,1.227344954889311595e+02
2.641514903000000119e+08,1.085089190661412601e+02,5.898295374858323470e+01,1.235037422502245619e+02
2.681522705000000000e+08,1.092321346952000738e+02,5.933881321660886954e+01,1.243091066817951429e+02
2.721530506000000238e+08,1.098450992846345855e+02,5.957333517056546413e+01,1.249597059063271018e+02
2.761538308000000119e+08,1.107296195722334602e+02,5.995531631026027242e+01,1.259193734278999131e+02
2.801546108999999762e+08,1.115283467533473925e+02,6.012394927492422880e+01,1.267022549363212960e+02
2.841553911000000238e+08,1.121614971091450172e+02,6.047522298317861811e+01,1.274262689896785758e+02
2.881561711999999881e+08,1.127908046180351676e+02,6.072668135893645314e+01,1.280995528300297508e+02
2.921569513999999762e+08,1.133362817085297110e+02,6.100049284594238230e+01,1.287096456329636283e+02
2.961577315000000000e+08,1.139753100628401086e+02,6.123663364300355738e+01,1.293842981348508658e+02
3.001585116999999881e+08,1.143572429773097241e+02,6.158439969600668462e+01,1.298854006703176935e+02
3.041592918999999762e+08,1.148929958082102445e+02,6.173007283164050563e+01,1.304262334715875227e+02
3.081600720000000000e+08,1.152379009678258370e+02,6.224119446172628045e+01,1.309722875553941890e+02
3.121608521999999881e+08,1.158694652493970949e+02,6.247585945824073406e+01,1.316395305074698570e+02
3.161616323000000119e+08,1.164718033140720195e+02,6.271003898915753183e+01,1.322808752513133754e+02
3.201624125000000000e+08,1.171454440424296735e+02,6.290744253152639232e+01,1.329676704532170106e+02
3.241631926000000238e+08,1.177116057405519314e+02,6.325577099858311669e+01,1.336312638967555699e+02
3.281639728000000119e+08,1.182990514919466278e+02,6.356625118262138585e+01,1.342956956618727702e+02
3.321647530000000000e+08,1.190882864159199528e+02,6.388160685238815972e+01,1.351402221972543316e+02
3.361655331000000238e+08,1.196353339547399770e+02,6.428335907131794613e+01,1.358122357667163840e+02
3.401663133000000119e+08,1.202721645530812538e+02,6.445315851362893511e+01,1.364536668934420049e+02
3.441670933999999762e+08,1.208484591335472089e+02,6.480485466387304427e+01,1.371277479686673075e+02
3.481678736000000238e+08,1.214999465367218079e+02,6.503968195045149514e+01,1.378129066402785838e+02
3.521686536999999881e+08,1.218799167311795770e+02,6.534535468706259564e+01,1.382921887945132084e+02
3.561694338999999762e+08,1.226412285103641295e+02,6.556526696055689740e+01,1.390671606172371924e+02
3.601702140000000000e+08,1.232229680862816679e+02,6.580411271718742228e+01,1.396928098167156804e+02
3.641709941999999881e+08,1.238910102514081188e+02,6.590964085487685509e+01,1.403319748978591122e+02
3.681717743999999762e+08,1.244067207627450671e+02,6.608333528879218477e+01,1.408688729770723569e+02
3.721725545000000000e+08,1.250519616860475480e+02,6.622746968522025668e+01,1.415064339966048124e+02
3.761733346999999881e+08,1.257076844165687390e+02,6.641025597445722894e+01,1.421715302723036984e+02
3.801741148000000119e+08,1.261029342171074461e+02,6.652713237233047039e+01,1.425756268085457634e+02
3.841748950000000000e+08,1.265961601673076018e+02,6.681248935248346754e+01,1.431450191329838617e+02
3.881756751000000238e+08,1.270774373312456618e+02,6.704116737887456168e+01,1.436773928013692228e+02
3.921764553000000119e+08,1.276993947803927227e+02,6.736811219091757152e+01,1.443800469851933883e+02
3.961772353999999762e+08,1.281070812932766785e+02,6.776128857433371877e+01,1.449241750252052441e+02
4.001780156000000238e+08,1.286167110995002076e+02,6.813660947980372384e+01,1.455501835294465707e+02
4.041787958000000119e+08,1.292059870584332941e+02,6.818568769735645674e+01,1.460940625025721431e+02
4.081795758999999762e+08,1.297571928184510170e+02,6.861765710153395048e+01,1.467832141432676565e+02
4.121803561000000238e+08,1.305013319921786490e+02,6.875303087195979401e+01,1.475044979172278943e+02
4.161811361999999881e+08,1.310672021272248742e+02,6.871505234226307834e+01,1.479877356129850909e+02
4.201819163999999762e+08,1.317463731126936750e+02,6.901882995668383103e+01,1.487303120313365241e+02
4.241826965000000000e+08,1.326208154241901696e+02,6.904146897353867018e+01,1.495159025716034762e+02
4.281834766999999881e+08,1.330943357934722258e+02,6.911274896037410542e+01,1.499689110754800367e+02
4.321842568999999762e+08,1.336549167224536632e+02,6.938745700525144855e+01,1.505930142926345638e+02
4.361850370000000000e+08,1.341132954170856806e+02,6.964409234807503424e+01,1.511180849753519624e+02
4.401858171999999881e+08,1.344188139510653173e+02,6.966268240190500194e+01,1.513978429946734536e+02
4.441865973000000119e+08,1.349799845620010501e+02,7.011773072984952648e+01,1.521055304552129996e+02
4.481873775000000000e+08,1.353599397757488134e+02,7.029773740478792377e+01,1.525256869524830563e+02
4.521881576000000238e+08,1.358555943288808692e+02,7.048248315748477921e+01,1.530507201632797774e+02
4.561889378000000119e+08,1.364164870571783013e+02,7.077555590717251732e+01,1.536835620845332926e+02
4.601897178999999762e+08,1.370529350216639273e+02,7.080959731230136356e+01,1.542644031187451503e+02
4.641904981000000238e+08,1.377135627304558056e+02,7.096618090678538238e+01,1.549232848619269873e+02
4.681912783000000119e+08,1.381829021072828141e+02,7.110404850060497495e+01,1.554036683864550525e+02
4.721920583999999762e+08,1.388109973964583332e+02,7.124241605289098800e+01,1.560255583013654359e+02
4.761928386000000238e+08,1.393335617754344469e+02,7.138474496752108678e+01,1.565554957550415622e+02
